page,col,seq,彝文,IPA,直译,意译
639,L,2,与 雨田,ni21 thp33 dur² ty4,二 层 一 不 触,两 界 皆 不 触
639,L,3,Z4,55 qhD33 si21 qe nu 33,桃 枝 你 若 攀,如 若 攀 枝 了
639,L,4,如 若 攀 枝 了,si21 4D21 nu 33 h33 ab,桃 你 若 摘 叶,如 若 采 了 叶
639,L,5,光7,si21 mp 33 qD33 dzD² nu33,桃 果 你 若 吃,如若 吃 了果 果
639,R,1,光,dzD21 1D33 bu44 ab h33 1031,了 吃 钵 若 成,吃 了 变 成 钵
639,R,2,Y 田 的,du²1 21 m133 bu44 mD noss,阳 间 钵 不 要,阳 间 不 要 钵
639,R,3,介 G,np 55 bu X033 Z033,阴 间 钵 净 须,间 除 钵 阴 要
639,R,4,间 除 钵 阴 要,si21 33 dzD` 21 h33 t033 mp ab,桃 果 若 着 吃,若 吃 那 桃 果
640,L,1,,"ku"" dzu bu44 t4e33 1031",钵 脓 成 来 呢,就 会 流 钵 脓
640,L,2,口 m,bu44 t tshi33 1031 133 dzu,钵 油 成 来 呢,就 会 长 钵 油
640,L,3,阳 间 界 门 处,"m1"" 33 h33 mD33 1e&zp",地 上 果 子 些,世 上 的果 子
640,R,1,田,2 si21 mp33 kh133 mp²1 dzD,果 子 它 不 吃,果 唯 不 吃 那
640,R,2,W 不 分,lurss phu33 133 D133,勒 普 毕 绕 来,勒 普 毕 绕 啊
640,R,3,不,S121 bu4 X033 ZO.'S,钵 津 净 须 还,我 来 除 钵 津
641,L,1,企 田 W,np 55 m133 zi33 mp 21 lur3,阴 间 呢 不 喜,阴 间 不 欢 迎
641,L,2,Z 日 田 7,niss 1033 h33 ab mD21,嘴 处 面 不 吃,口 中 不 进 食
641,L,3,田 G,qhD33 bu X033 mp 21 ZO33,面 钵 净 不 须,不 用 钵 除 食
641,L,4,日 田,"q""u21 1033 z.133 mp 21 to33",喉 处 水 不 咽,脖 子 不 咽 水
641,L,5,田 G,bu 4 21 X0.33 mp Z0.33,水 钵 净 不 须,不 用 除水 钵
641,R,1,效 日,A33 m133 ne 4 1033 X033,什 么 眼 处 净,什 么 除 眼 体
641,R,2,区 日,dz.04 44 ne 1033 X0.33,乃 卓 眼 处 净,乃 卓 除 眼
641,R,3,效 介 日,A33 m133 le31 1033 X033,什 么 手 处 净,什 钵 么 除 手
641,R,4,田 3= 日,nos's le31 le31 1033 EOx,猴 手 手 处 净,猴 肢 除 手 钵
641,R,5,X 每,A33 tsis m133 mu3 X033,什 么 节 的 净,啥除关 节 钵
642,L,1,W 每,tsiss m8 tsi's,麻 秆 节 的 净,麻 秆 除 关 节
642,L,2,效 介,A33 m133 bu siss X033,什 么 钵 血 净,什 钵 么 除 血
642,L,3,逛,si21 ne4 bu 44 siss XO 33,苗 黑 体 净 血,黑 莓 除 体 血
642,L,4,分,si21 qD33 33 ne44 YD,莓 黑 哪 里 找,黑 草 莓 哪 寻
642,L,5,田 司 不,si21 s121 ne4 mp 21 1303,莓 黑 不 有 还,还 没 有 黑 莓
642,R,1,7,"si21 dz,D te33 sshnd",埂 子 莓 黑 藤,埂 爬 草 莓 藤
642,R,2,7 来,te33 pu's si21 ne44 bo33,埂 子 莓 黑 有,埂 莓 上 有 草
642,R,3,埂 莓 上 有 草,si21 ne 44 ters 33 ax,莓 黑 找 得 呢,找 回 黑 草 莓
642,R,4,找 回 黑 草 莓,si21 ne 44 bu siss X033,莓 黑 钵 血 净,黑 莓 除 钵 血
642,R,5,黑 莓 除 钵 血,tsh33 X033 1D33 te33 mgss,净 了 硬 尾 下,血 钵 除埂 下
643,L,1,逛 念,bu44 si5s 33 du33 X033 mb,钵 血 净 完 后,清 除 完 钵 血
643,L,2,G 不,zi55 S121 bu t4e33 X033,钵 脓 净 要 还,尚 要 除 钵 脓
643,L,3,尚 要 除 钵 脓,eayb zi33 X0.33,净 呢 什么 拿 净,什 么 除 钵 脓
643,L,4,A,si21 4u33 bu4 t4e33 X033,莓 白 钵 脓 净,白 草 莓 除 脓
643,L,5,A 当分,"si21 h33 4u33 q""D ax 33",莓 白 哪 里 找,白草莓 哪有
643,R,1,企 A,si2i d133 m133 4u33,地 荒 莓 白 坪,荒 地 长 白 莓
643,R,2,A 云 分,33 si21 4u33 ter's YD zi33,莓 冏白 找 得 呢,到 白 草 莓
643,R,3,A,si21 du33 bu44 t4e33 X033,莓 白 钵 脓 净,白 草 莓 除 脓
643,R,4,724,Ip33 X033 te33 mess tsh33,净 了 尾 下,钵脓除 余下埂
644,L,1,,33 33 bu44 t4e33 XO mb du33,体 脓 净 完 后,清除 了 钵 脓
644,L,2,不,S121 bu44 tshi33 X033 ZO.Ss,钵油 净 要 还,尚需除钵 油
644,L,3,尚需除钵 油,A33 m33 bu44 tsh:33,什 么 钵油 净,什么限 除钵 油
644,L,4,3,tshi2tshi21 bu4 tshi33 X0.33,茨茨钵 油 净,茨茨劳 葆 除
644,L,5,米3当分去,"tshi2ltshi21 h33 q""D YD 33 13",茨茨 哪 里 找,茨茨哪里找
644,R,1,了 3,tshi2ltshi2l 33 te33 pu's,埂 子茨茨 条,埂爬茨茨藤
644,R,2,米3=,tshi2ltshi2i ne dze31 tsD,茨茨 滕 串条,茨茨根盘串
644,R,3,茨茨根盘串,tshi21 tshi21 bu44 tshi33,茨茨钵 油 净,茨茨 除 钵 油
644,R,4,7 724,1D33 te33 me55 tsh33 X033,净 埂 尾 下,钵油除 下埂
644,R,5,钵油除 下埂,bu4 tsh;33 mb du3,钵油 净 完 后,清除了钵油
645,L,1,不,bu*4tsu3 x03 33 20.$5 S121,钵发 净 要 还,需 尚 除 体 发
645,L,2,效,A33 m133 bu4tshu33 x033,什 么钵发净,什 么 除钵 发
645,L,3,什 么 除钵 发,tho31tsu3bu4tshu3x033,松毛钵发净,松 针除钵 发
645,L,4,光分五4四,"tho²tshutso q""D h33",哪 里松毛 有,儿有 针 哪 松
645,L,5,4 日,tsh133 ni21 pu 33 1033,十 山 大 处 二,十 冏二 大 山 里
645,R,1,7 4 至 日,si44 4e33 ness 1033,树 大 深 处 林,树 深 林 密
645,R,2,IM,tho21 ni44 th121 4e33 nu 21,松 青 二 林 长,长 片 青 松
645,R,3,分,"zi33 tho²ts""wtc1 YD 33",松毛找 得 呢,采来青松 针
645,R,4,采来青松 针,tho²1tshu3bw4tshu33x03,松毛钵发净,松针除钵 发
646,L,1,7Z4 C 7,"1p33 te33 mes's tsh,33",净 了 硬 尾 下,钵 发 除 下
646,L,2,灶 7,bw4tshwxo du33 mgss,钵 发净 后 面,清 除 钵 发 后
646,L,3,效,A33 m133 but tshi33 X033,什 么 体 脚 净,什 么 除 体 脚
646,L,4,用,siss tsh:33 bu44 tshi33 X033,草 净 根 钵 脚,茅 草 根 除 脚
646,R,1,世米光分,"siss q""D h33 ab h33 YD 33",草 苦 哪 里 找,哪 里 有 茅 草
646,R,2,日,pu 33 pu33 tshi33 1033,山 大 山 脚 处,大 山 山 坡 脚
646,R,3,Z世,pu tsh;33 si5s qhD21 tsi33,苦 山 脚 草 棵,坡脚 长 茅草
647,L,1,用 出米云分,_ab h21 tci yD 33,草 苦 找 得 呢,拔 回 茅 草 来
647,L,2,用,siss tshi33 bu4 tshi33 X033,草 根 钵 脚 净,草 根 除 体 脚
647,L,3,草 根 除 体 脚,bu4tsi 33 x033 33 du33 mb,钵 月 脚 净 完 后,除 掉 了 钵 脚
647,L,4,尚 需 除 体 壳,A33 m133 bu mb 55 X0.33,什 么钵 壳 净,什么钵壳 净
647,R,1,光分,qD33 33 mb pu tc1ss YD,哪 给 找 里 波,哪 里 有给 号 波
647,R,2,山 凹 灌 木 丛,mb 55 pu33 th121 bu?3 tei's,给 波 一 丛 找,给波 丛 中 找
648,L,1,7 74,X033 1D33 tg33 tsh33 mess,净 了 硬 尾 下,钵 壳 除 埂
648,L,2,孤 78 7,mb pu 33 XO du33 me 33,钵 壳 净 后 面,除 掉 钵 壳 后
648,L,3,除 掉 钵 壳 后,pu 44 X033 ZO55 S121,钵 皮 净 要 还,尚 需 除 钵 皮
648,L,4,尚 需 除 钵 皮,A33 tsi33 33 m33 XO,什 么 钵 皮 净,什 么 除 钵 皮
648,R,1,WEN,tsiss phD33 bu tsi33 X0.33,麻 布 钵 皮 净,麻 布 除 钵 皮
648,R,2,W 光分,"h33 h33 33 tsiss p""D q""D yD tors",麻 布 哪 里 找,麻 布 哪 里 找
648,R,3,W 分 全,"h33 tsiss p""p"" ab h33 YD 33 $D 33",麻 布 哪 里 寻,哪 里 麻 布
648,R,4,哪 里 麻 布,nw 55 le31 ze31 tshu2z:33,女 手 织 梭 拿,织 女 手 持 梭
649,L,1,田,mp 21 dlp33 th121 k033 dlp33,不 成 一 架 成,架 机 织 布 匹
649,L,2,W 勿,tsiss phD33 tsD²1pe31 ZD21,麻 布 车 轮 小,圆 如 车 轮 子
649,L,3,I 开 3E,"th21 thw33 tsh,33 da44 1D33",一 截 断 了 下,剪 下 段 来 一
649,L,4,W,tsi's pD33 bu ts133 X0.33,麻 布钵 皮 净,皮 用 来除 钵
649,R,1,灶 7,bu 44 tsi33 X033 du33 me33,钵 皮 净 后 面,除 去 钵 皮 后
649,R,2,發,A33 m133 bu44 0.55 X033,什 么 钵 头 净,什 么 除 钵 头
649,R,3,WI,bu 44 X033 VD21 th21tc33,钵 净 鸡 一 只,除 钵 鸡 一 只
650,L,1,,VD21 ku33 bu4 kw33 X033,身 自 净 鸡 钵,鸡 身 除 钵 身
650,L,2,7 7,VD21 me5 bu me 55 X0.33,鸡 尾 钵 尾 净,鸡 钵 尾 尾 除
650,L,3,兴面,VD21 sur²1 bur*4 ms 21 X03,鸡 甲 钵 甲 净,鸡 爪 除 钵 甲
650,R,1,,A33 m133 bu X033 yur²!,什 净 么 钵 骨,什 么 除 钵 骨
650,R,2,?,104 1D33 bw 21 mx f033,石 头 钵 骨 除,石 头 除 钵 骨
650,R,3,分,qe44 bu 44 qhD33 YD 33,钵 骨 怎 样 强,钵 骨 再 坚 硬
650,R,4,田 ?,"1044 mp33 kh033 mp²1 2 q""e44",石 头 样 不 强,没 石 品 头 坚 硬
650,R,5,至 7 孔,1D33 433 me? 33 X0.33 Ze31,净 了 山 尾 下,体 骨 除 下箐
651,L,1,f2 G 不,bur 4 Z0.5 S121 ne21 X0.33,钵 内 净 要 还,尚 需 除 钵 肌
651,L,2,效 企 f2,A33 m133 bu ne31 X033,什 么 钵 内 净,什 么 除 钵 肌
651,L,3,企 f2 f2,m133 ne21 bu ne 21 X033,泥 土 钵 内 净,泥 土 除 钵 肌
651,L,4,f2 光勿,21 h33 33 ne ab np ness,钵 内 多 么 厚,钵 肌 再 厚 实
651,R,1,田 3= %,luu²1 lu²1 X033 1D33,个 个 净 了 掉,除 钵 全 除 净
651,R,2,田 又,"1D33 h.33 21 x03 p""u"" mp tDS",净 了 村 不 搁,除 钵 不 为 村
651,R,3,勺 田,X033 1D33 tche4mp² b121,净 了 品 寨 不 给,除 钵 不 为 寨
651,R,4,w,lur's V133 qD 33 bu*4 X03,丧 家 与 钵 净,除 体 为丧 家
652,L,1,飞 W WI,lurs V133 tch133 th121 y831,丧 家 那 一 家,丧 家 一 家 人
652,L,2,九 光3,33 ne nD,大 与 小 些 些,大 人 与 小 孩
652,L,3,π,1133 S133 dzi21 mu33 X033,健 康 生 的 净,健康 除 钵 得
652,L,4,每,1i33 dze33 33 33 mu XO,风 耳 清 的 净,除 钵获 清爽
652,R,1,Z 去,duss mu33 duss di21 X033,耕 做 耕 的 净,除 钵 为 耕 耘
652,R,2,每 去,55 mu 33 55 di21 X033 aG np,播 做 播 的 净,除 钵 为 播 种
652,R,3,Z 每 Z,thp21 du's mu duss du',耕 做 耕 莫 误,莫 误 耕 作 时
652,R,4,办,np 55 mu 33 DDSs thD21 du33,播 做 播 莫 误,莫 误 播 种 季
652,R,5,Z 每 Z 九 分,duss mu33 duss ne 33 33 yD,耕 做 耕 也 获,耕 耘 粮豕 获丰
653,L,1,企 甘,m133 ne 44 dp21 dze44 mp 33,地 黑 野 荒 大,荒 茫 黑 土 地
653,L,2,甘 tQ 二1-,dp²1 dze44 fess hg33 33 qo,野 荒 岩 洞,荒 地 生 石 洞
653,R,1,万 日 目 分,kh133 1033 bu44 33 tS0.33 yD,那 里 钵 在 处,那 是 钵 在 处
653,R,2,万 日 WI 签,kh33 th21 33 1033 kp33 tsD3,那 路 一 条,那 里 有 道 路
653,R,3,田 签 男,kD33 th121 tsD3 33,不 走 路 一 条,一 条荒 废 路
653,R,4,男,th21 bu 44 133 tSD33 好,一 条 钵 来 走,钵 去那 里 走
654,L,1,万 日 Z WI,kh133 1033 th121 reIzp gur²1,那 里 床 一 张,那 里 有 张 床
654,L,2,田 号 飞 飞,Zi31 th21 mp 21 1m6 gu 21,不 睡 床 一 张,一 张 空 闲 床
654,L,3,号 分,th121 gu²i bur4 2i31 YD D33,一 床 钵 睡 处,钵 去 那 里 睡
654,L,4,田 7 Wi 荟,dzD² tsD33 th121 mp²1,不 吃 饭 一 觀,无 人吃 之 饭
654,R,1,万,kh33 bu 44 dzD21 tsp 33,那 甄 钵 吃 饭,钵 吃 那 觀 饭
654,R,2,钵 吃 那 觀 饭,bu* dzp²1 bu ne 33 bu 44,钵 吃 钵 也 饱,钵 吃 钵 肚 饱
654,R,3,万 日 to,kh133 1033 he33 10b t$033,那 里 房 空 有,那 里 有 空 房
654,R,4,田 to,21 ni33 he33 th121 So21 mp,不 住 房 一 幢,空 闲 一 幢 房
654,R,5,亏 7.0,"bu44 kh133 ni33 tshi21 Z,133",钵 那 住 去 吧,钵去那 里 住
655,L,1,亚u tQ Wi,he33 th21 SO,空 闲 房 一 幢,空 闲 房 一
655,L,2,3 tQ 飞里,33 hg33 h33 np bu33 m.d,瓦 黄 房 顶 盖,琉 璃 黄 瓦 顶?
655,L,3,万 tQ,"33 kh,33 2133 bu4 he33 3G",它 呢 钵 房 是,它是 房 钵 居
655,L,4,亏 7.0,"bu44 kh,33 ni33 Z133 tshi21",钵 它 住 去 吧,钵去 居 它 吧
655,R,1,田工7 IU 至,si44 mp 21 t4D33 th21 4e33,不 烧 木 一 林,林 不 做 柴 一
655,R,2,2ZZ 7 7,tsiss si44 si21 no5s si44,漆 树 杨 梅 树,漆 树 杨 梅 树
655,R,3,万,kh33 zi33 bu44 43 33 ne,它 呢 钵 林 是,那 是 体 柴 林
655,R,4,万至,kh133 433 z t4D33,它 林 砍 烧 去,体 去 它 烧 砍
656,L,1,3,4e44 dzi21 bu²3 bu33,刺堆堆 倒 钩,倒 钩 刺 丛 丛
656,L,2,穴,phu33 tshi21 niss less gu33,荨 麻 棵 枝塞,荨 麻 盖满地
656,L,3,3,tsho21 ni44 dzi²1kh4khx44,荆 棘 刺齐齐,棘刺 齐齐 荆 口
656,L,4,棘刺 齐齐 荆 口,si21 dzi21 siss thg21,棘枝 团 沙 旋,沙 棘枝 密旋
656,R,1,,AS5 khp²tsa mu 33 nu 21,蒿 枝把 的 长,蒿枝成 束 长
656,R,2,蒿枝成 束 长,A33 da31 qo21 mu Z.04 44,粘 黏草 铺 的 生,粘 黏 草 铺 地
656,R,3,万 日 m,"kh133 1033 ob zi33 dz,u²",那 里 耕 去 吧,耕种它 钵 去
656,R,4,效,A33 m133 bu4 dzDl tso21,什 么 吃伴 体,什么钵食伴
657,L,1,万,"kh33 zi33 mq dzp²ts""o”",它 呢 钵 吃 伴,它 们 做 食 伴
657,L,2,效,A33 m133 bu fu33 pe4,什 么 钵 婚 伴,什 么 钵 婚 配
657,R,1,效 田,A33 noss bu fu33,猴 子 钵 婚 伴,它 们 与 钵 配
657,R,2,W 秋 不 分,lur's phu33 p133 1h33 ZD21,勒 普 毕 绕 来,勒 普 毕 绕 啊
657,R,3,田 女,mD²1 X031 nD33 X031 mu33,不 合 听 合 做,误 处 听 后 纠
657,R,4,田 飞2,mp 21 kuss 33 kurs's np,不 会 听 会 做,不 会 听 后 会
660,L,1,X3V,tce dzi4thu4 thu4 dz1²,星辰古语源,故事如星繁
660,L,2,XWX 九,thu4dz133thu44 S121 ne33,古语 源古语 还 也,往事虽无 数
660,L,3,Z,mp²1 thu4 niss m6 33 D3,不 古语 毕 嘴 进,毕 摩 嘴止声②
660,R,1,55,ni2. le31 phb33 da44 dzp²,手布断 吃 尼,尼 人断布 裁
660,R,2,尼 人断布 裁,le31 phD33 t SO44 tci*,夏 人布扯 头,夏 人 断 布 扯③
661,L,1,D2 介,"ni21 m133 A21 dz,o21 d133",地 着 底 尼 阿,尼 居 阿 着 底
661,L,2,W -1= 日,A21 dz.021 33 1033 qo,阿 着 底 里 处,阿 着 底 域 内
661,L,3,子,tsh121 su 33 mu²l tshi21 su33,池 色 木 池 色,池 色 木 色 池
661,L,4,婴 企 ZZ,tsh21 su33 121 m133 he31 nD's,尸 夜 今 晚 夜,今 值 死 人 夜
661,L,5,光 电 子 Z,kho21 1o21 si33 $OSS,阔 罗 硕 诗 斯,阔 罗 硕 诗斯
661,R,1,Z 目,nu33 ph133 t$033 1D33 mb 33,你 在 完 世 了,你 世 已 过 完
661,R,2,W 秋 不 分,"lu*s h33 33 21 1h33 p""u pi ZD",勒 普 毕 绕 来,勒 普 毕 绕
661,R,3,7Z4 与 77,33 me Ze31 tsh133 ni2i dzi21,芒 元 十 二 章,芒 十 元 二 经?
661,R,4,3北E 面,da44 tsh133 ms 55 moss,闹 答 十 章 三,闹 答 十 三 章?
661,R,5,Z4 四 每,nu 33 mu 33 nu33 2031 me33,你 奠 你 吊 做,繁 盛超 度你
662,L,1,四 画 &,nu33 me 33 Ze 31 mb 33 tD33,你 吊 奠 完 后,吊 奠 你 N 后
662,L,2,田,tshi33 th33 tsh;33 mp 0i3,不 到 日 子 到,时 日 至 如 今
662,L,3,时 日 至 如 今,tshi21 33 121 ni33 tshi33,户 夜 今 日 到,今 日 超 度 你
662,L,4,子 去,si33 4021 1044 dr21 md,死 脸 成 的 反,亡 脸 朝 阴 界
662,L,5,企,si21 44 55 1021 pu np m133,死 脸 反 阴 间,转 脸赴 阴 地
662,R,1,介,44 55 m133 tsh;33 Eenu md np,你 反 阴 间 到,你 赴 阴 之 际
662,R,2,分 张E %,21 1h33 ZD ny33,儿 魂 你 来 拦,阻 留 下 儿 魂
662,R,3,雪 张 %,"zi14 33 l,33 4e44 nu",重孙 魂 你 来 拦,阻 留 重 孙 魂
663,L,1,分 灶 Z 日,33 du33 niss V133 1033 YD,后 处 前 家 处,前 世 阳 间 家
663,L,2,Z Z 田 每,duss 120b duss mp21 mu33,庄稼 盘 庄稼 不 做,无 人 盘 庄 稼
663,L,3,子 WI,A21 si55 mu21 th21 ni33,过 去 天 日,此 前 之 时 日
663,L,4,Y 九 田,q031 tsh:33 ne?i ng33 mp21,年 吉 也 不 到,因无吉祥 年
663,R,1,天 九 田,tsh:33 nj33 De21 ng33 mp2l,日 吉 也 不 到,因 无 吉 祥 日
663,R,2,天,"mu²1 1,33 121 ni33 tsh;33",天 来 今 天 到,现 下 之 时 刻
663,R,3,张 天 九,Zzi144 ni33 tsh:33 ng33,魂 赎 日 也 到,正 值吉祥 日
664,L,1,天 张 天,21 55 ni33 Di33 31,日 吉 魂 赎 冏日,吉日 好 赎 魂
664,L,2,不 万,kh133 p133 ne21 ne33,毕 贤 他 也 使,毕 摩定 今 日
664,L,3,张 丑万 九 W,Zi14 ne²i kh133 ne33 lu's,魂 美 他 也 喜,群 魂 乐 不 迭
664,L,4,W 不 分,luss pu33 33 h33 p1,普 勒 毕 绕 来,勒 普 毕 绕 啊
664,R,1,w 去 张 丑,luss di21 qh031 30,喜 的 魂 美 应,群 魂高 兴 应
664,R,2,张 田 3= %,"lu²1. 55 1h,33 lur21 ZE .",魂 个 个 赎 来,赎 魂全 都 赎
664,R,3,张 %,qD33 V133 55,魂 赎粮 拿 赎,魂用 赎 粮 赎
664,R,4,E,lu²1 dl²1 tch133phe33,澄 江 米灰 小,澄江产灰米
665,L,1,w A,lurss d133 t tch133 mD33 4u33,路 南 米 大 白,路 南 产 白 米
665,L,2,与 正,"lp²1 ni21 tgh,33 A33 ne4",陆 良 米 小 黑,陆 良 产 黑 米
665,L,3,IM 7 茶,th121 du33 tshi2i zu 33 nDSs,一 处 五 丛 拿,各 处 取 五
665,L,4,决田又,phu33 2.u33 1D33 mp21 tDss,拿 了 村 不 搁,此粮不搁 村
665,R,1,田,ID33 tghe44 21 b121 2433 mp,拿 了 寨 不 给,此 粮 不 给 寨
665,R,2,张E,Zzi14 qD33 mu b121,赎 魂 粮 做 给,专 作 赎 魂 粮
665,R,3,张 田,tsi33 tS033,魂 赎 酒 不 有,尚 无 赎 魂 酒
665,R,4,W 分,phu33 ZD²1 133 lur's p133,勒 普 毕 绕 来,勒 力普毕 绕 啊
666,L,1,74 田,"k""u44 S0 tsi33 mp 21 vu²!",街 头 酒 不 卖,街 头 不 卖 酒
666,L,2,孔 田,kwme tsi33 mp t$033,街 尾 酒 不 有,街 尾 无 酒 卖
666,L,3,学号,"tsh;33 tciss 1p3  k""u4dzo3t",了 街 腰 到,走到街 腰看
666,R,1,企 习 丑,ce 44 m133 ts133 ne² 21 mp 33,夏 地 酒 美 大,夏 人 优 质 酒
666,R,2,74 灶 面 灶,tsi33 du21 sur's du21 vu21,酒 处 三 处 卖,三 个 铺 中 卖
666,R,3,WI 与,th121 phu21 ni21 phu21 b121,一 价 二 价 给,酒 款 翻 倍 给
666,R,4,丑 分,1D33 33 tsi33 ne21 de21 yD,酒 美 打 了 得,购回 优 质酒
667,L,1,焱 年 W,A33 tshD21 do44 na44 ne2,阿 纳 盐 美 出,阿 纳 产 好 盐
667,L,2,光日 琴,kho21 tsi33 133 1021 muss,阔 罗 木 支 来,阔罗 木支 啊
667,R,1,WI 3=,th21 tsi33 9031,一 驮 驮 马 回,用 马 回 盐
667,R,2,田 74 电 日 74,mD 21 vu21 tur33 1033 vu21,不 卖 地 处 卖,驮到 街 上 卖
667,R,3,与 日 z4,ku tsh33 ni21 21 1033,十 二 街 大 处,十 二 大 街 子
667,R,4,7#,vu21 do21,街 腰 盐 卖 处,街腰 开 盐 店
668,L,1,店 盐 巴 中 买,th21 ($i33 33 1D33 ob 31,一 斤 买 了 回,买 回 一 斤 来
668,L,2,张,2i44 tshp²mu33 b121,魂 赎 盐 的 给,用 作 赎 魂 盐
668,L,3,张 W 目 九,tshD²1t 33 tso 33 ne,魂 赎 盐 有 也,赎 魂 盐 有 了
668,L,4,张 目 田,zi44 mD21 t$033,魂 赎 香 不 有,香 尚 无 赎 魂
668,R,1,W 不 勿,"phu33 1,33 luss D13",勒 普 毕 绕 来,勒 普 毕 绕 啊
668,R,2,四 处 去 打 听,A21 1y4 le31 kur*s $03,阿 勒 香 工 匠,阿 勒 制 香 匠
668,R,3,万 分,"kh,33 33 33 21 YD $0 30 do44",那 里 香 美 出,他 处 出 好 香
668,R,4,效 h 飞2,A21 1y31 kur's le31 133,阿 勒 会 手 来,制香匠 阿 勒
669,L,1,签,"md 33 1o21 ne3 p""e"" h33 tsD 33",山 凹 安 盘 召,山 凹 安 盘 召
669,L,2,7,Ve21 le31 si44 qess 0031,左 手 树 枝 扯,左 手 扯 枝 条
669,L,3,号 光 圣,ZD le31 Ie&p m21 9033,右 手 佩 刀 抽,右手挥 刀
669,R,1,本 A 田面,thu33 $0 33 ku33 nD's mp²1,香 做 多 不 图,制 多 香 不 图
669,R,2,丑 IM,De1 th121 tsa44 ku33,香 美 一 把 做,仅 制 一 小 把
669,R,3,舍 分,$0 33 ne21 le31 tsa 44 ZD21,香 美 手 把 小,小 把 优 质 香
669,R,4,Z 74,V133 ku44 1D33 心 vu21,拿 了 街 大 卖,带到 街 行上卖
670,L,1,与# 日,tsh133 ni²1 khu44 21 1033,十 二 街大 处,十 大 二 街 上
670,L,2,号 700 74,khu44 0.55 phD33 si21 vu21,街 头布 匹 卖,街 头 卖 布 匹
670,R,1,男,133khu44dz031 tshi33,走 了 街 腰 到,寻到 中 腰 街
670,R,2,WI& 与星么,th1²1phu21 ni²1 phu²1 b121,价给 一 价 二,双 倍 价 买 香
670,R,3,hI,th2 tsa 44 1D33 q031,一 把 买 了 回,买 回了 把
671,L,1,张E % 每,Zi44 $0 33 mu? 33 b121,魂 赎 香 的 给,用 来 赎 魂 归
671,L,2,W 不 分,luss phu33 h33 D133 2D1,勒 普 毕 绕 来,勒 普 毕 绕 啊
671,L,3,全,"tsh;33 h33 33 tD33 tc""e SD e!2",脚 起 线 找 去,登程寻 丝 线
671,R,1,分 Z,SsOb A33 do31 mp33 ZD1,咄 玛 昆 明 阿,昆 明 阿 咄 玛
671,R,2,Z 面 7,A33 do31 33 55 33 nu ms mD,阿 女 三 母,阿 婆 媳 仁
671,R,3,7: w,me21 dess bu21 lur's D033,媳 妇 蚕 对 喜,儿 媳 喜 欢 蚕
672,L,1,分 —忍,bu²1 ZD21 bu21 bp33 1031,蚕 儿 蚕 茧 成,养 蚕长 成 茧
672,L,2,-=,"bu²1 bp33 t tG""e"""" h33 ne 21 903",蚕 茧线美 扯,茧抽 冏出 蚕 丝
672,L,3,3,si33 the33 ob 33 1p33 thu31,金 线 扯 了 出,抽 丝 成 丝 线
672,L,4,WI安,th121 tche33 ID33 q031,一 线 买 了 回,买 回 一 根 来
672,L,5,张E 品多每 么,Zi14 tsstch33 h33 mu 33 b121,魂 拴线 的 给,用 作拴魂线
672,R,1,张 品 九,tx tc”e33 33 tso ne,魂 拴线 有 也,拴魂线 有 了
672,R,2,张 田,2144 khDss 12m6 mp21 t$033,魂遮 枝 不 有,无 魂 尚 遮 枝
672,R,3,万π雨 3=,ne31 kh33 ne31,早 早 那 时候,远 古 之 时 代
672,R,4,远 古 之 时 代,X W7L,44 tsiss ne44 dzo²tshi31 ne,竖代 眼 独 眼
672,R,5,X W7L,44 tsiss ne44 dzo²tshi31 ne,竖代 眼 独 眼,独 眼 竖 眼 代?
672,R,6,W7X,dz.0²l tsh;31 he44 mb 33 du33,眼 竖代 完 后,此 化代人之后
673,L,1,7L,ne 44 tsw 33 44 Ve33 tshi31 ne,眼 双 眼 横 代,双 眼 横 生 代
673,L,2,安7L & 78,44 tshi31 ne Ve33 du33,眼 横 代 完 后,此 代 人 N 后
673,L,3,甘 住7L,dp21 1p21 Z133 tsi33 tshi31,洪 水 泛 滥 代,代 洪 水 泛 滥
673,L,4,甘 7L 7,"dp21 1p21 z,133 tshi31 du33",洪 水 泛 代 后,洪 水 代 过 后
673,R,1,7 WI (μ) 又,si4 th21 bu33 tDss Eelb,树 一 丛 剩 搁,唯 遗 一 丛 树
673,R,2,7世 0 万 WI,"kh,33 th121 vu33 bur33",青冈 栎 那 一 丛,一 丛 青 冈 栎
673,R,3,7世 0,Ci33 vu33 1044 khx44 niss,青冈 栎 石 丛 头,栎 长 树 石 间
673,R,4,分 勿 WI 来 (2),33 th121 bur33 yD,后 来 一 丛 剩,另 尚 遗 一 丛
673,R,5,? (2),si21 tche31 th121 bu,肆 潜 一 丛 剩,遗 一 丛 肆 潜
674,L,1,工 单,si21 tche31 hy31 kD33 ts133,肆 潜 路 边 立,肆 潜 长 路 边
674,L,2,7世 00,ci33 vu33 si21 tche31 kD33,青冈 栎 肆 潜参,青 栎 肆潜 和
674,L,3,张,khDss 21 mu33 br21 2i m6,魂 遮 枝 做 给,用 来 遮 魂 归
674,L,4,张E 田,Zzi14 1D21 DDs #033,魂 耕 牛 不 有,尚 无耕 牛献
674,R,1,企 张E,A33 55 Ip21 m133 nD,什 么 魂 耕 牛,啥做 魂 耕 牛
674,R,2,张,zi4 tho21 pu3 Ip21,松 球 魂 耕 牛,松 球 耕 牛 魂
