序号,页码,撒尼语读音(我方记法),汉文释义,义项数
4966,199,tʂho+ tho+ tʂi+,下牙,1
4967,199,tʂho+ thɔJ,秋季,1
4968,199,tʂho+ thɔJ tɔ+ 1ɛi+ nɛi+,立秋(节令),1
4969,199,tʂho+ tʂA7,暑假,1
4970,199,tʂhoJ SiJ,快走(古语),1
4971,199,tʂhoJ dʑiJ,扶住,1
4972,199,tʂhoJ dʑɿ+,①拉直 ②拨正,2
4973,199,tʂhoJ gɔ+,扶持,1
4974,199,tʂhoJ hɿ7,树立,1
4975,199,tʂhoJ mɔ+,姜,1
4976,199,tʂhoJ mɔ+ ʑi+,姜汤,1
4977,199,tʂhoJ pe+ mw+,做伴,1
4978,199,tʂhoJ phɛi+ mɔ+,画眉(鸟名),1
4979,199,tʂhoJ tu+,拨正,1
4980,199,tʂhoJ tɔ+,建立,1
4981,199,tʂhoJ tɔ+ 1ɛi+,竖起,1
4982,199,tʂhoJ tʂhiJ,讨厌,1
4983,199,tʂhoJ ʑi+ tʂʰɛi+,很淘气,1
4984,199,tʂhẽ+ ho+,立秋(节令),1
4985,200,tʂho+ Xo+,判光,1
4986,200,tʂho+ gw+,锄完,1
4987,200,tʂho+ pheJ,板锄；锄头,1
4988,200,tʂho+ phɛi+,削平,1
4989,200,tʂho+ xɔ+,判除,1
4990,200,tʂho+ ʑi7,勇气；胆量,1
4991,200,tʂhu+,,0
4992,200,tʂhu+ 1ɛi+,处理,1
4993,200,tʂhu+ fɛi+,处分,1
4994,200,tʂhuJ,出,1
4995,200,tʂhuJ fÃJ,除法,1
4996,200,tʂhuJ pɛi+,出版,1
4997,200,tʂhuJ tsi+,炊事员,1
4998,200,tʂhuJ xɔ+,除开,1
4999,200,tʂhuJ ʑw+,出身,1
5000,200,tʂhw7,俊俏,1
5001,200,tʂhw7 dʑiJ,乘机,1
5002,200,tʂhwJ,①丑 ②坏,2
5003,200,tʂhɿ+,插,1
5004,200,tʂhɿ+ VwJ,插稳,1
5005,200,tʂhɿ+ dʑiJ,插着,1
5006,200,tʂhɿ7,晚饭(古语),1
5007,200,tʂhɿ7 dzɔJ,吃晚饭(古语),1
5008,200,tʂhɿ7 thɿ+,抽屉,1
5009,200,tʂhɿ7 ʑui+ tʂɛi+,抽水机,1
5010,201,1o+ dɛi+ mɔ+ tʂhuA7 ʑi+,逛石林,1
5011,201,Si7 tʂhuÃ+,四川,1
5012,201,tʂhuA7,遴；逛,1
5013,201,tʂhuA7 gɔ+,遴玩,1
5014,201,tʂhuA7 pC+,串结；连结；纠合,1
5015,201,tʂhuAJ,传(宣传的传),1
5016,201,tʂhui+,春(小春的春),1
5017,201,tʂhuÃ+,川(四川的川),1
5018,201,tʂhwJ gw+ tʂhwJ ne+ tʂhi+,一无是处,1
5019,201,tʂhwJ tʂhAJ,好坏,1
5020,201,tʂhwJ tʂhAJ mɔJ ʑi+,不分好坏,1
5021,202,dzi+,①筷 ②相信,2
5022,202,dzi+ Si7,碗筷,1
5023,202,dzi+ ghe+,筷子篓,1
5024,202,dzi+ lɔ7 ŋɛi7,真的,1
5025,202,dzi+ mɔ+,筷子,1
5026,202,dzi7,真,1
5027,202,dzi7 dzi7 Zɛi+,果然；如此,1
5028,202,dziJ,①钱；人民币,1
5029,202,dziJ Vɛi+,铜绿,1
5030,202,dziJ bo+,铜锅,1
5031,202,dziJ bo+ pɛi7 ʑɛi+,锣锅盖,1
5032,202,dziJ mɛi+ ʑɛi7,口琴,1
5033,202,dziJ pu7,铜管,1
5034,202,dziJ pɔ+ dziJ tʂhiJ,很疲塌,1
5035,202,dziJ pɛi+ mw+,跳舞,1
5036,202,dziJ tɔ+ 1ɛi+,跳跃,1
5037,203,dziJ doJ ne+ tʂhiJ gw+,铜盆,1
5038,203,dziJ duJ,挖铜矿，采铜矿,1
5039,203,dziJ duJ ʑɔ+,铜矿,1
5040,203,dziJ dɛiJ tʂho+,铜匠,1
5041,203,dziJ lɔJ Vɛi+,笛子,1
5042,203,dziJ lɔJ Vɛi+ 1ɿJ tu+,火锥(名词),1
5043,203,dziJ nɛi+ mɔ+,紫铜,1
5044,203,dziJ nɛi+ ʑo+,铜绿(碱式醋酸铜，绿色晶体，有毒),1
5045,203,dziJ tde+,①钱，人民币；票子；钞票；货币 ②经费,2
5046,203,dziJ tde+ 1ɛiJ,攒钱,1
5047,203,dziJ tde+ SwJ,省钱,1
5048,203,dziJ tde+ fÃJ,发工资,1
5049,203,dziJ tde+ mɔJ tʂo+,无钱；没钱,1
5050,203,dziJ tde+ pɛi+,兑换,1
5051,203,dziJ tde+ te7,寄钱,1
5052,203,dziJ tde+ tʂhi+,霸王鞭,1
5053,203,dziJ tde+ tʂhiJ,借钱,1
5054,203,dziJ tde+ tʂhw7,筹款,1
5055,203,dziJ tde+ zwJ,用钱,1
5056,203,dziJ tde+ ŋɛiJ ŋɛi+,余款,1
5057,203,dziJ tde+ ʑw+,数钱,1
5058,203,dziJ tde+ ʑɛi+,①要债 ②赚钱,2
5059,203,dziJ tsi+,锣,1
5060,203,dziJ tsi+ dɛiJ,敲锣,1
5061,203,dziJ tʂɔ+,债务,1
5062,203,dziJ tʂɔ+ SiJ phɔJ,债主,1
5063,203,dziJ tʂɔ+ ghoJ,还债,1
5064,203,dziJ tʂɔ+ tʂhiJ,铜锅,1
5065,203,dziJ tʂɔ+ tʂhiJ,借债,1
5066,203,dziJ tʂɔ+ ʑeJ,欠债；负债,1
5067,203,dziJ tʂɔ+ ʑɛi+,讨债,1
5068,203,dziJ tʂʰɛi+,铜钱,1
5069,203,dziJ ʑo7 mɔ+,铜勺,1
5070,203,dziJ ʑoJ,钱财,1
5071,203,dziJ ʑoJ no7 ŋɛiJ,财物,1
5072,203,dziJ ʑɛi+,铜盆,1
5073,203,dziJ ʑɛi+ mɔ+,黄铜,1
5074,203,dziJ ʑɛi7 mɔ+,小花雀(鸟名),1
5075,204,dzA+,①幢 ②四(指排行第四),2
5076,204,dzA+ 1ɔ+,老四,1
5077,204,dzAJ,①掼 ②拍,2
5078,204,dzAJ bwJ,倒台；垮台,1
5079,204,dzAJ loJ,掼槽,1
5080,204,dzAJ pɿ7,稻草,1
5081,204,dzAJ tɛi+,打着,1
5082,204,dziJ ʑoJ tʂw7,挣钱,1
5083,204,dziJ ʑoJ ʑi+ mɔ+,金钱,1
5084,204,dzɔ+,,0
5085,204,dzɔ+ kw+,招古(撒尼人祭祀活动的一种名称),1
5086,204,dzɔ+ loJ,秋千,1
5087,204,dzɔ+ loJ gɔ+,打秋千,1
5088,204,dzɛ+,①亮(天亮) ②醒(专指醒酒时的醒),2
5089,204,dzɛ+ Xo+,天大亮,1
5090,204,dzɛJ,①叉(名词) ②狡猾,2
5091,204,dzɛJ doJ,滑倒,1
5092,204,dzɛJ o7,叉尖,1
5093,204,dzɛJ pɛi+,叉舞(彝族的一种舞蹈),1
5094,205,dzɔ+,①剃 ②遍(量词) ③轮(专指年轮),3
5095,205,dzɔ+,①锁(名词) ②锁(动词),2
5096,205,dzɔ+,纠缠,1
5097,205,dzɔ+ dɿJ,锁(名词),1
5098,205,dzɔ+ phu+,钥匙,1
5099,205,dzɔ+ phu+ tu+,钥匙,1
5100,205,dzɔ+ tʂhiJ,锁住,1
5101,205,dzɔ+ xɔ+,剃掉,1
5102,205,dzɔ+ ʑi7 mɔ+,纽扣,1
5103,205,dzɔ+ ʑi7 mɔ+ no7 pɛi7,扣子,1
5104,205,dzɔ+ ʑoJ nɔ7 mɔJ kw7,纠缠不休,1
5105,205,dzɔJ,骂,1
5106,205,dzɔJ,直；正直；耿直；诚实；善良,1
5107,205,dzɔJ,腰,1
5108,205,dzɔJ kɔ+,吵架；吵嘴；争吵,1
5109,205,dzɔJ nɛi7,裤带；腰带,1
5110,205,dzɔJ ʑi+ dzɔJ 1eJ,很直爽,1
5111,205,dzɔJ ʑoJ,恶,1
5112,206,1o+ mɔ+ dzɿ+,扔石头,1
5113,206,dzɔJ KeJ,弯腰,1
5114,206,dzɔJ dʑɿ+,伸腰,1
5115,206,dzɔJ nɛi7 nɛi7,系腰带,1
5116,206,dzɔJ tsi7 ʑwJ,脊椎骨,1
5117,206,dzɔJ ʑwJ nɔ+,腰疼,1
5118,206,dzɔJ ʑwJ tɔ+,腰椎,1
5119,206,dzɔJ ʑwJ tʂhoJ,撑腰,1
5120,206,dzɔJ ʑwJ tʂhoJ dziJ,①伸腰 ②叉腰,2
5121,206,dzɔJ ʑwJ ʑi+ nɔ+,腰酸背疼,1
5122,206,dzɿ+,扔；掷,1
5123,206,dzɿ+ xɔ+,丢开,1
5124,206,dzɿ7,眯(眯着眼睛的眯),1
5125,206,dzɿJ,①塞 ②垫,2
5126,206,ne+ dzɿ7,眯着眼睛,1
5127,207,ʂi7,草,1
5128,207,ʂi7,①扭 ②考验,2
5129,207,ʂi7 1i7,弯扭,1
5130,207,ʂi7 Kɛi+,割草,1
5131,207,ʂi7 VÃJ,草结(用山草绞成条状的燃料),1
5132,207,ʂi7 beJ,草把,1
5133,207,ʂi7 bwJ Vɛi+ dÃJ,东倒西歪,1
5134,207,ʂi7 bwJ nw+ mɔ+,苦草,1
5135,207,ʂi7 bɿ7,草堆,1
5136,207,ʂi7 bɿJ,草,1
5137,207,ʂi7 bɿJ Kɛi+,割草,1
5138,207,ʂi7 bɿJ tʂʰo+,铲草皮,1
5139,207,ʂi7 dlɛi7 1ɛi+ dlɛi+,蹂躏,1
5140,207,ʂi7 du+ mɔ+,白花草,1
5141,207,ʂi7 dziJ,扭起来,1
5142,207,ʂi7 dzÃJ ho+ dzÃJ,急风暴雨,1
5143,207,ʂi7 dzɛi+ dzɿ+,草坪,1
5144,207,ʂi7 dɔ+,出世,1
5145,207,ʂi7 fɛ+,干草,1
5146,207,ʂi7 gɔJ,草料；饲料,1
5147,207,ʂi7 gɔJ pɛiJ,反刍,1
5148,207,ʂi7 mɔJ ZɛiJ,谦虚,1
5149,207,ʂi7 ne+ gwJ,草兜,1
5150,207,ʂi7 nɛi+,青草,1
5151,207,ʂi7 pAJ tw+,草墩(用稻草编的坐具),1
5152,207,ʂi7 pɿ7,稻草,1
5153,207,ʂi7 tʂe+,草绳,1
5154,207,ʂi7 tʂhi+ nɛi+,草鞋,1
5155,207,ʂi7 tʂho+,锄草,1
5156,207,ʂi7 tʂɛi+,拔草,1
5157,207,ʂi7 ʂi7 1i7 1i7,弯扭扭,1
5158,207,ʂi7 ʑA7,世间；世道,1
5159,207,ʂi7 ʑA7 ʑɛi+,见世面,1
5160,208,ʂi+,①死 ②灭；熄,2
5161,208,ʂi7,种子,1
5162,208,ʂi7,蒜,1
5163,208,ʂi7,雉；野鸡,1
5164,208,ʂi7 ZeJ dlɛi+,迷路,1
5165,208,ʂi7 ZɛiJ,高傲,1
5166,208,ʂi7 dɛiJ,捕野鸡,1
5167,208,ʂi7 goJ 1ɛi+,扭转,1
5168,208,ʂi7 gw+ gw+ mw+,粘性很大,1
5169,208,ʂi7 ke+,蒜苔,1
5170,208,ʂi7 kɔ+ ne+,窗户,1
5171,208,ʂi7 kɔ+ ne+ duJ,窗台,1
5172,208,ʂi7 mɔ+,种子,1
5173,208,ʂi7 mɔ+,大蒜,1
5174,208,ʂi7 mɔ+ SɛiJ,撒播,1
5175,208,ʂi7 mɔ+ dpɛiJ xɔ+,绝种,1
5176,208,ʂi7 mɔ+ dwJ,传种,1
5177,208,ʂi7 mɔ+ ho+,育种,1
5178,208,ʂi7 mɔ+ hɿJ,选种,1
5179,208,ʂi7 mɔ+ tɔ7,留种,1
5180,208,ʂi7 mɔ+ tɛi+,浸种,1
5181,208,ʂi7 mɔ+ tɛi+,点播,1
5182,208,ʂi7 mɔ+ tʂAJ mɔ+,混杂的品种,1
5183,208,ʂi7 mɔ+ ʑɛi+ mɔ+,良种,1
5184,208,ʂi7 nɛi+,蒜苗,1
5185,208,ʂi7 phu+,雄雉,1
5186,208,ʂi7 phuJ mɔ+,野蒜,1
5187,208,ʂi7 phɛJ,雌雉,1
5188,208,ʂi7 tʂɛi+ tʂi+,门牙,1
5189,208,ʂi7 ʑoJ,大碗,1
5190,209,ʂi+ 1ɛi+ nɛi+ ne+ mwJ mɔJ tʂhi+,死不瞑目,1
5191,209,ʂi+ Si+ mɔJ kwAJ Sɔ+ mw+,拼命(不管死活地干),1
5192,209,ʂi+ Sɔ+,死活,1
5193,209,ʂi+ do+,寿衣,1
5194,209,ʂi+ dzɛiJ,死绝；断子绝孙,1
5195,209,ʂi+ dʑɔJ kɔ7,报丧,1
5196,209,ʂi+ dʑɔJ mw+,治丧；办丧事,1
5197,209,ʂi+ kɔ+ mɔ+,死路,1
5198,209,ʂi+ lɔ7 nɛi+ SiJ goJ 1ɛi+,死灰复燃,1
5199,209,ʂi+ mw+,尸体,1
5200,209,ʂi+ mw+ mɔ+,死尸,1
5201,209,ʂi+ nɛi+ phuJ dzɛiJ,死得其所,1
5202,209,ʂi+ pɔ+ ʂi+ nɔ+,死气沉沉,1
5203,209,ʂi+ tsui7,死刑,1
5204,209,ʂi+ tu+,该死的,1
5205,209,ʂi+ tɔ7,停尸,1
5206,209,ʂi+ xɔ+,①去世；牺牲；死亡 ②熄灭,2
5207,209,ʂi+ ŋo+ gɛi+,怕死,1
5208,209,ʂi+ ŋɛiJ,幸存,1
5209,209,ʂi+ ʑɛi+,寻死；寻短见,1
5210,209,ʂiJ,①七 ②事 ③漏 ④姓(氏) ⑤们(专用于他之后表示第三人称代词的多数) ⑥些,6
5211,209,ʂiJ du+ dpɛi+,事由,1
5212,209,ʂiJ dwJ,犯法；违法,1
5213,209,ʂiJ dɛi+,出事,1
5214,209,ʂiJ mw+,做事,1
5215,209,ʂiJ mw+ tʂho+,办事员；工作人员,1
5216,209,ʂiJ mɔ+ ʂiJ ZɔJ,大事小事；一切事,1
5217,209,ʂiJ mɔJ tʂo+ doJ mɔJ Ze+,①逍遥自在 ②大摇大摆,2
5218,209,ʂiJ mɛi+,姓名,1
5219,209,ʂiJ pɛ7,办事,1
5220,209,ʂiJ thuJ,暴露,1
5221,209,ʂiJ tɔ+,事故,1
5222,210,ʂi+,①金子 ②猎 ③守；守候；看护 ④黄,4
5223,210,ʂi+ dɔ+,蛇月(旧历四月),1
5224,210,ʂi+ mu7 dɔ+,夏天,1
5225,210,ʂi+ nɔ+,风湿病,1
5226,210,ʂi+ phiJ,灰白色,1
5227,210,ʂi+ phɛi+ mɔ+,蛇,1
5228,210,ʂi+ phɛi+ o7 goJ,蛇头,1
5229,210,ʂi+ phɛi+ xɔJ,蛇肉,1
5230,210,ʂi+ pɛi7,发黄,1
5231,210,ʂi+ ʑɛi+,黄色,1
5232,210,ʂiJ,神,1
5233,210,ʂiJ Zɛi+ tʂho+ 1ɛi+ mw+ ŋɛi+,事在人为,1
5234,210,ʂiJ be+ doJ mɔJ ŋɛi+,神婆的话不可信,1
5235,210,ʂiJ doJ,神话(指巫婆说的话),1
5236,210,ʂiJ inɔ+,巫婆(师娘),1
5237,210,ʂiJ kw+,办事,1
5238,210,ʂiJ kɔ+ xɔ+ duJ mɛi+,后事；善后,1
5239,210,ʂiJ phɔJ,端公(男性，一种迷信职业者),1
5240,210,ʂiJ pɛi+,跳神,1
5241,210,ʂiJ tsi+,七十,1
5242,210,ʂiJ tsi+,羊皮鼓,1
5243,210,ʂiJ tʂAJ mɔ+,好事,1
5244,210,ʂiJ tʂho+ ne+ mɔ+ duJ lɔ7 lo+ SɛiJ mɔJ ʑe+,事与愿违,1
5245,210,ʂiJ tʂhwJ mɔ+,丑事,1
5246,210,ʂiJ tʂo+,有事,1
5247,210,ʂiJ xɔ+,①流产 ②漏掉,2
5248,210,ʂiJ ŋo+ gɛi+,怕事,1
5249,210,ʂiJ ŋɛi+ tʂiJ mwJ,事物,1
5250,210,ʂiJ ʑɛi7 mɔ+,小事,1
5251,211,ʂA+,沙,1
5252,211,ʂA+,破；烂,1
5253,211,ʂA+ SiJ,沙子,1
5254,211,ʂA+ duJ,挖沙,1
5255,211,ʂA+ neJ,商业,1
5256,211,ʂA+ tẽ7,商店,1
5257,211,ʂA7,,0
5258,211,ʂA7 Xɛi+,上海(市),1
5259,211,ʂA7 fu7 mw+,赔礼；道歉,1
5260,211,ʂeJ,,0
5261,211,ʂeJ dʑiJ,承担,1
5262,211,ʂeJ tɔ7,设立,1
5263,211,ʂeJ tʂhi7 phu+,吹牛(说大话),1
5264,211,ʂeJ xɔ+,①脱身 ②消耗,2
5265,211,ʂi+ 1ɛi+ 1ɛi+,黄澄澄,1
5266,211,ʂi+ ZɛiJ ʑɛi+ mɔ+,金黄色,1
5267,211,ʂi+ dʑiJ,看守；守住,1
5268,211,ʂi+ ghoJ,巳(属蛇年),1
5269,211,ʂi+ gɿ7,蛇蜕,1
5270,211,ʂi+ he+ mw+,狩猎；打猎(指到远方打猎),1
5271,211,ʂi+ he+ mw+ tʂho+,猎人,1
5272,211,ʂi+ he+ tɛi+,打猎(指在近处打猎),1
5273,211,ʂi+ tʂhiJ,猎狗,1
5274,211,ʂi+ ʑi+ de+,镀金,1
5275,211,ʂi+ ʑɛi+ mɔ+,蜈蚣,1
5276,211,ʂi+ ʑɛi+ mɔ+,狮子,1
5277,211,ʂi+ ʑɛi+ mɔ+ pɛi+,①狮子舞(名词) ②耍狮子,2
5278,211,ʂiJ,,0
5279,211,ʂiJ XɛiJ,适合,1
5280,211,ʂiJ kɔ+,石膏,1
5281,211,ʂiJ pho7,识破,1
5282,211,ʂiJ ʑɛiJ,实行,1
5283,211,ʂiJ ʑẽJ,实现,1
5284,212,ʂA+ bwJ ʂA+ bɛi+,褴褛,1
5285,212,ʂA+ ʂA+ mw+ dɛiJ,狠揍(狠狠地打),1
5286,212,ʂAJ,,0
5287,212,ʂAJ ʂAJ mw+,唰唰作响(象声词),1
5288,212,ʂAJ ʂAJ mw+ dwJ,放鞭炮的象声词,1
5289,212,ʂɔ+,①麦子 ②讨 ③寻找 ④招 ⑤驾(驾驭牲口),5
5290,212,ʂɔ7,①难 ②穷 ③胜(任),3
5291,212,ʂɔ7 VɛiJ ŋɛi+ mɔ+,妯娌,1
5292,212,ʂɔ7 Xw7,安慰,1
5293,212,ʂɔ7 ghoJ,灾荒年,1
5294,212,ʂɔ7 gwJ mw+,①安慰 ②诉苦,2
5295,212,ʂɔ7 khuJ,疾苦；痛苦,1
5296,212,ʂɔ7 mɛi+,同情；可怜,1
5297,212,ʂɔ7 mɛi+ ʂɔ7 tʂhɛi7,凄惨,1
5298,212,ʂɔ7 pu+,诉苦,1
5299,212,ʂɔ7 tʂhiJ,胜任,1
5300,212,ʂɔ7 ʑi+ tʂʰɛi+,穷困,1
5301,212,ʂɔ7 ʑo+ kɔ+,吃苦,1
5302,212,ʂɔ7 ʑo+ kɔ+ tɛi+,患难；遭难,1
5303,212,ʂɔ7 ʑo+ ʑo+,诉衷情,1
5304,213,ʂɔ+ buJ mɔ+,金龟子(老饿虫),1
5305,213,ʂɔ+ do+ mɔ+,野莜麦,1
5306,213,ʂɔ+ mw+,①雇工 ②麦面,2
5307,213,ʂɔ+ mɔ+,小麦,1
5308,213,ʂɔ+ mɔ+ Kɛi+,割麦子,1
5309,213,ʂɔ+ mɔ+ SiJ,麦粒,1
5310,213,ʂɔ+ mɔ+ pɿ7,麦杆,1
5311,213,ʂɔ+ mɛi+,麦地,1
5312,213,ʂɔ+ nw+,麦穗,1
5313,213,ʂɔ+ nwJ,麦苗,1
5314,213,ʂɔ+ pA+,馒头；粑粑；面包,1
5315,213,ʂɔ+ pu+,玉米；包谷,1
5316,213,ʂɔ+ pu+ 1ɛi+,掰玉米,1
5317,213,ʂɔ+ pu+ SiJ,玉米粒,1
5318,213,ʂɔ+ pu+ dlɛi+ mɔ+,晚玉米,1
5319,213,ʂɔ+ pu+ mw+,玉米面,1
5320,213,ʂɔ+ pu+ neJ mɔ+,早玉米,1
5321,213,ʂɔ+ pu+ no7,糯玉米,1
5322,213,ʂɔ+ pu+ nɛi+ tʂhw+,玉米须,1
5323,213,ʂɔ+ pu+ o7,玉米花(指玉米的雄穗),1
5324,213,ʂɔ+ pu+ pA+,玉米饼；包谷粑粑,1
5325,213,ʂɔ+ pu+ pAJ,爆玉米花,1
5326,213,ʂɔ+ pu+ phÃ+,玉米脱粒；抹包谷,1
5327,213,ʂɔ+ pu+ pɿ7,玉米秸；包谷杆,1
5328,213,ʂɔ+ pu+ tsi+,玉米棵,1
5329,213,ʂɔ+ pu+ tʂhɔ+,锄玉米,1
5330,213,ʂɔ+ pɿ7,麦秸,1
5331,213,ʂɔ+ pɿ7 lɔJ he+,草帽,1
5332,214,ʂo7,①松 ②轮,2
5333,214,ʂo7 khuJ,辛苦,1
5334,214,ʂoJ,,0
5335,214,ʂoJ loJ,①很；更；非常 ②当真,2
5336,214,ʂoJ xɔ+,①减少；少了 ②减产,2
5337,214,ʂoJ ʑoJ mw+ dɛi+,畅通,1
5338,214,ʂoJ ʑɛi7,干脆,1
5339,214,ʂɔ+ ZɔJ,莜麦(燕麦),1
5340,214,ʂɔ+ dlɔJ,糖,1
5341,214,ʂɔ+ dlɔJ VɛiJ ŋɛi+,堂兄弟,1
5342,214,ʂɔ+ dlɔJ nɛi+ dɛiJ mɔ+,蔗糖；沙糖,1
5343,214,ʂɔ+ ghoJ,讨还,1
5344,214,ʂɔ+ gɿ7,麦壳,1
5345,214,ʂɔ+ ho+,讨养,1
5346,214,ʂɔ+ kɔ+ bwJ dzɛiJ,麦麸,1
5347,214,ʂɔ+ tsi+,麦芒,1
5348,214,ʂɔ+ tʂhi+,寻到,1
5349,214,ʂɔ+ tʂɛi+,面酱,1
5350,214,ʂɔ+ tʂʰɛi+,面条,1
5351,214,ʂɔ+ ʑi+ ŋw7,审时度势,1
5352,214,ʂɔ+ ʑwJ,麦茬,1
5353,214,ʂɔ+ ʑwJ tɔ+,甘蔗,1
5354,214,ʂɔ+ ʑɔ+,要回；索回,1
5355,214,ʂɔ+ ʑɛiJ,炒面,1
5356,215,ʂo+,①香(用木屑掺香料做成的细条，燃烧时发出清香味，旧俗在祭祀祖先时常用) ②念,2
5357,215,ʂo+ 1ɛiJ,烧孝帽,1
5358,215,ʂo+ bwJ,香炉,1
5359,215,ʂo+ loJ,鼎；香炉,1
5360,215,ʂo+ phɔ+,孝布,1
5361,215,ʂo+ phɔ+ o7 ho+,孝帽,1
5362,215,ʂo+ tɿ7,燃香,1
5363,215,ʂo+ tʂi+,筲箕,1
5364,215,ʂo+ ɛi+,孝衣,1
5365,215,ʂoJ,少,1
5366,215,ʂoJ lɔ7,差；欠,1
5367,215,ʂɿ+,,0
5368,215,ʂɿ+ tʂhAJ,审查,1
5369,215,ʂɿ+ tʂhi+,申请,1
5370,215,ʂɿJ,①诊断 ②审 ③湿,3
5371,215,ʂɿJ,杜,1
5372,215,ʂɿJ Xui7 tʂw+ ZɛiJ,社会主义,1
5373,215,ʂɿJ XuiJ,社会,1
5374,215,ʂɿJ ZɛiJ,社员,1
5375,215,ʂɿJ dɛiJ,①舍得 ②慷慨,2
5376,215,ʂɿJ mɔJ dɛiJ,留恋,1
5377,215,ʂɿJ tʂÃ+,社长,1
5378,215,ʂɿJ xɔ+ lɔ7,已审,1
5379,215,ʂɿJ ʂɿJ mw+ hɔ+,倾盆大雨的象声词,1
5380,216,ʂu+,书,1
5381,216,ʂu+ kɔ7,打赌,1
5382,216,ʂu+ tʂɛiJ,书记,1
5383,216,ʂu+ xɔ+,输了,1
5384,216,ʂuJ,属(军属烈属的属),1
5385,216,ʂui+,水,1
5386,216,ʂui+ 1ɛi7,水利,1
5387,216,ʂui+ XwJ,水壶,1
5388,216,ʂui+ khuJ,水库,1
5389,216,ʂui+ nɛiJ,水泥,1
5390,216,ʂui7,税,1
5391,216,ʂui7 du+ mɛi+,依顺,1
5392,216,ʂui7 ne+,纳税,1
5393,216,ʂui7 ʂA7,上税,1
5394,216,ʂw+,收,1
5395,216,ʂw+ Zɛi+ tʂi+,收音机,1
5396,216,ʂw+ goJ 1ɛi+,回收,1
5397,216,ʂw+ tiAJ,收条,1
5398,216,ʂw+ tɔ7,收藏；贮藏,1
5399,216,ʂw+ tɛi+,收到,1
5400,216,ʂw+ xɔ+,收拾,1
5401,216,ʂw+ ʑɔ+,收获,1
5402,216,ʂw+ ʑɔ+ nɔ7,丰收,1
5403,216,ʂw+ ʑɔ+ ʑoJ,歉收,1
5404,216,ʂw7,,0
5405,216,ʂw7 dʑiJ,忍受,1
5406,216,ʂw7 khuJ,受苦,1
5407,216,ʂw7 lɔJ,够受,1
5408,216,ʂw7 tsui7,受罪,1
5409,216,ʂw7 zo+,享受,1
5410,216,ʂɛi+,手,1
5411,216,ʂɛi+ SɛiJ pɛi7,办手续,1
5412,216,ʂɛi+ piA+,手表,1
5413,216,ʂɛi+ tu+,首都,1
5414,217,ʑi+,水,1
5415,217,ʑi+ VeJ,担水；挑水,1
5416,217,ʑi+ VeJ peJ tɔ+,钩担(挑水用具),1
5417,217,ʑi+ Vɛi+,浮萍,1
5418,217,ʑi+ Vɛi+ dzoJ,石缸,1
5419,217,ʑi+ boJ,淌水,1
5420,217,ʑi+ bwJ,流水,1
5421,217,ʑi+ bwJ tsi7,水罐,1
5422,217,ʑi+ duJ,水井,1
5423,217,ʑi+ duJ gA7,淘井,1
5424,217,ʑi+ duJ theJ,挖井,1
5425,217,ʑi+ duJ thɔJ,淘井,1
5426,217,ʑi+ duJ ʑi+,井水,1
5427,217,ʑi+ dɔ+ duJ,水源,1
5428,217,ʑi+ dɔ+ mɔ+,泉水(龙潭水),1
5429,217,ʑi+ dɔJ,接水,1
5430,217,ʑi+ dɛiJ,打水,1
5431,217,ʑi+ fÃ+,发洪水,1
5432,217,ʑi+ meJ,海军；水兵,1
5433,217,ʑi+ mɛi7,下游,1
5434,217,ʑi+ mɛiJ,温水,1
5435,217,ʑi+ mɿ7,热水,1
5436,217,ʑi+ mɿ7 duJ,温泉,1
5437,217,ʑi+ nɛi+ de+ mɔ+,污水,1
5438,217,ʑi+ nɛi+ hoJ mɔ+,浑水,1
5439,217,ʑi+ pA7,水坝,1
5440,217,ʑi+ pA7 dɛiJ,筑坝,1
5441,217,ʑi+ phi+,泼水,1
5442,217,ʑi+ phiJ tu+,戽斗,1
5443,217,ʑi+ phɛiJ,戽水,1
5444,217,ʑi+ phɛiJ XwJ,洒水,1
5445,217,ʑi+ pu7 duJ,水塘,1
5446,217,ʑi+ theJ,提水,1
5447,217,ʑi+ tho+,水底,1
5448,217,ʑi+ thuJ,水桶,1
5449,217,ʑi+ thuJ kw+,箍桶,1
5450,217,ʑi+ thuJ tho+,桶底,1
5451,218,ʑi+ 1eJ ʑA+,泅水,1
5452,218,ʑi+ 1ɛi+,水磨,1
5453,218,ʑi+ 1ɛi+ gɛi+,水灾,1
5454,218,ʑi+ 1ɛi+ tɛi+,水淹；涝,1
5455,218,ʑi+ 1ɛi+ tʂhA7 ʑi+,淹死,1
5456,218,ʑi+ SeJ,水蒸气,1
5457,218,ʑi+ SiJ phuJ,水泡,1
5458,218,ʑi+ Sɔ+,汤,1
5459,218,ʑi+ Sɔ+ dlÃ+ mɔ+,白开水,1
5460,218,ʑi+ Sɔ+ kɔ+,泡汤,1
5461,218,ʑi+ Sɔ+ tʂɛi+,开水,1
5462,218,ʑi+ SɛiJ,口渴,1
5463,218,ʑi+ SɛiJ khɔJ,耐渴,1
5464,218,ʑi+ de+,水开了,1
5465,218,ʑi+ de+ mɔ+,开水,1
5466,218,ʑi+ dlɔ+ SiJ,找水死,1
5467,218,ʑi+ dwJ,放水,1
5468,218,ʑi+ dÃJ,游泳,1
5469,218,ʑi+ dɔJ,河水,1
5470,218,ʑi+ dɔJ ZɛiJ mɔ+,①大江 ②大河,2
